"","curs","Any","codi_centre","nom_complet","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","codi_delegacio","nom_delegacio","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_minicial","nom_dm","UTM_X","UTM_Y","nom_ensenyament","nivell","nom_grups","mixt","nombre_places","places_ofertades","assignacions","assig_1a","assig_altres","georeferencia","edat","num_dona","num_home","num_total","lng","lat","% ocupades","% infants del municipi"
"268","2020/2021","2020","8007469","FEDAC-Amilcar","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","8","Nou Barris","431668.065","4588149.791","Educacio secundaria obligatoria","1","2","FALSE",66,12,12,12,0,"(41.44201622, 2.182021136)",12,6615,7082,13697,"2.171925018","41.429779447",18.2,100
"269","2020/2021","2020","8004778","Santa Dorotea","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","5","Sarria - Sant Gervasi","427178.529","4582804.141","Educacio secundaria obligatoria","1","2","FALSE",60,8,8,8,0,"(41.39347576, 2.128927749)",12,6615,7082,13697,"2.128927749","41.393475764",13.3,100
"270","2020/2021","2020","8017785","Escola Pia de Granollers","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","41","Valles Oriental","08096","80961","Granollers","0","0","440276.064","4606496.523","Educacio secundaria obligatoria","1","4","FALSE",120,14,13,18,5,"(41.6079464, 2.283234958)",12,318,366,684,"2.290500701","41.604746672",10.8,100
"271","2020/2021","2020","8019320","Institut Torras i Bages","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08101","81017","L'Hospitalet de Llobregat","5","Pubilla Casas","385945.123","4603718.024","Educacio secundaria obligatoria","1","4","FALSE",108,97,97,97,0,"(41.57701346, 1.631857684)",12,1232,1276,2508,"2.101408388","41.366551402",89.8,100
"272","2020/2021","2020","8001145","Lestonnac","2","Privat","24","Ordes i Congregacions Catolics","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","435052.664","4587306.96","Educacio secundaria obligatoria","1","2","FALSE",54,7,7,7,0,"(41.43470601, 2.222623965)",12,1179,1307,2486,"2.222623965","41.434706008",13,100
"273","2020/2021","2020","8010547","Mare de Deu del Coll","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","6","Gracia","430453.885","4585224.589","Educacio secundaria obligatoria","1","1","FALSE",30,5,3,5,2,"(41.4155658, 2.167824565)",12,6615,7082,13697,"2.151092421","41.420131287",10,100
"274","2020/2021","2020","8001431","Institut Isaac Albeniz","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","436970.728","4589739.495","Educacio secundaria obligatoria","1","4","FALSE",120,115,78,89,11,"(41.45676809, 2.245326127)",12,1179,1307,2486,"2.245326127","41.45676809",65,100
"275","2020/2021","2020","8008279","FEDAC-Sant Andreu","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","431058.185","4590142.672","Educacio secundaria obligatoria","1","2","FALSE",60,6,5,6,1,"(41.45991316, 2.174493665)",12,6615,7082,13697,"2.191688541","41.432072894",8.3,100
"276","2020/2021","2020","8006970","Sant Josep","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","6","Gracia","430253.145","4584134.967","Educacio secundaria obligatoria","1","1","FALSE",30,6,1,4,3,"(41.40573458, 2.165548395)",12,6615,7082,13697,"2.155347593","41.402334378",3.3,100
"277","2020/2021","2020","8017773","Cerveto","2","Privat","26","Societats Mercantils","508","Maresme-Valles Oriental","41","Valles Oriental","08096","80961","Granollers","0","0","440818.487","4606866.207","Educacio secundaria obligatoria","1","2","FALSE",60,9,4,9,5,"(41.61131639, 2.289707737)",12,318,366,684,"2.283845117","41.604741659",6.7,100
"278","2020/2021","2020","8015697","El Casal","2","Privat","26","Societats Mercantils","408","Valles Occidental","40","Valles Occident","08051","80517","Castellar del Valles","0","0","415091.896","4591811.363","Educacio secundaria obligatoria","1","1","FALSE",30,3,2,2,0,"(41.47341086, 1.983105384)",12,148,178,326,"2.097075566","41.619897756",6.7,100
"279","2020/2021","2020","8005801","Mare de Deu del Roser","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430053.694","4581851.378","Educacio secundaria obligatoria","1","2","FALSE",60,12,12,12,0,"(41.38514975, 2.163426184)",12,6615,7082,13697,"2.158216138","41.385317445",20,100
"280","2020/2021","2020","8004742","Jesus i Maria","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","5","Sarria - Sant Gervasi","427639.194","4584478.128","Educacio secundaria obligatoria","1","3","FALSE",90,24,6,12,6,"(41.40859423, 2.134237406)",12,6615,7082,13697,"2.134237406","41.408594234",6.7,100
"281","2020/2021","2020","8014693","Institut Guillem de Bergueda","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","14","Bergueda","08022","80229","Berga","0","0","416694.048","4665405.896","Educacio secundaria obligatoria","1","3","FALSE",90,86,86,86,0,"(42.13634123, 1.991954122)",12,77,97,174,"1.857543227","42.102440022",95.6,100
"282","2020/2021","2020","8010341","Vedruna Immaculada Barcelona","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430037.825","4586452.786","Educacio secundaria obligatoria","1","2","FALSE",60,11,3,6,3,"(41.42659159, 2.162704507)",12,6615,7082,13697,"2.181376476","41.407415405",5,100
"283","2020/2021","2020","8022732","Acesco","2","Privat","41","Persones Fisiques","508","Maresme-Valles Oriental","41","Valles Oriental","08159","81593","Parets del Valles","0","0","474088.672","4608708.009","Educacio secundaria obligatoria","1","1","FALSE",30,5,1,3,2,"(41.62967939, 2.6889251)",12,128,124,252,"2.226521054","41.56462107",3.3,100
"284","2020/2021","2020","8016914","El Puig","2","Privat","21","Cooperatives","308","Baix Llobregat","11","Baix Llobregat","08076","80765","Esparreguera","0","0","424498.215","4580437.169","Educacio secundaria obligatoria","1","1","FALSE",30,3,4,4,0,"(41.37191043, 2.097165181)",12,137,145,282,"1.869977172","41.537564246",13.3,100
"285","2020/2021","2020","8015879","Sant Ferran","2","Privat","26","Societats Mercantils","308","Baix Llobregat","11","Baix Llobregat","08056","80569","Castelldefels","0","0","383153.669","4573882.747","Educacio secundaria obligatoria","1","1","FALSE",30,3,2,3,1,"(41.30794784, 1.604152592)",12,363,405,768,"1.971542341","41.278115756",6.7,100
"286","2020/2021","2020","8023803","Regina Carmeli","2","Privat","24","Ordes i Congregacions Catolics","408","Valles Occidental","40","Valles Occident","08184","81846","Rubi","0","0","425905.318","4600311.397","Educacio secundaria obligatoria","1","2","FALSE",60,6,7,7,0,"(41.55103709, 2.111549178)",12,509,488,997,"2.029773997","41.489824476",11.7,100
"287","2020/2021","2020","8020772","Escolapies El Masnou","2","Privat","22","Fundacions","508","Maresme-Valles Oriental","21","Maresme","08118","81189","El Masnou","0","0","417946.528","4607248.628","Educacio secundaria obligatoria","1","2","FALSE",60,8,7,8,1,"(41.61273687, 2.01518132)",12,125,111,236,"2.319418743","41.480864481",11.7,100
"288","2020/2021","2020","8009454","Sant Ramon Nonat","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","4","Les Corts","426102.834","4580864.34","Educacio secundaria obligatoria","1","2","FALSE",62,12,11,12,1,"(41.3759067, 2.116298596)",12,6615,7082,13697,"2.116298596","41.375906699",17.7,100
"289","2020/2021","2020","8023256","La Salle","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","21","Maresme","08172","81727","Premia de Mar","0","0","407103.998","4647548.447","Educacio secundaria obligatoria","1","3","FALSE",90,11,10,10,0,"(41.97445949, 1.878762265)",12,143,136,279,"2.350219167","41.489424053",11.1,100
"290","2020/2021","2020","8003014","Jesus Maria","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","8","Nou Barris","430466.5","4588022.229","Educacio secundaria obligatoria","1","2","FALSE",60,9,9,9,0,"(41.44076416, 2.167653727)",12,6615,7082,13697,"2.167653727","41.440764155",15,100
"291","2020/2021","2020","8001157","Minguella","2","Privat","26","Societats Mercantils","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","437730.528","4589079.954","Educacio secundaria obligatoria","1","2","FALSE",60,9,5,8,3,"(41.45088708, 2.254490782)",12,1179,1307,2486,"2.254490782","41.45088708",8.3,100
"292","2020/2021","2020","8017153","Institut Joanot Martorell","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08077","80771","Esplugues de Llobregat","0","0","440890.381","4614425.23","Educacio secundaria obligatoria","1","3","FALSE",81,81,81,81,0,"(41.67940232, 2.28982331)",12,232,246,478,"2.096657357","41.378952545",100,100
"293","2020/2021","2020","8013226","Institut Menendez y Pelayo","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","5","Sarria - Sant Gervasi","428874.87","4582285.395","Educacio secundaria obligatoria","1","4","FALSE",120,117,114,116,2,"(41.38895542, 2.149277697)",12,6615,7082,13697,"2.144792031","41.400041296",95,100
"294","2020/2021","2020","8000918","Cultural","2","Privat","26","Societats Mercantils","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","437074.441","4589271.561","Educacio secundaria obligatoria","1","3","FALSE",90,39,34,39,5,"(41.45256166, 2.246616594)",12,1179,1307,2486,"2.246616594","41.452561663",37.8,100
"295","2020/2021","2020","8011448","Gravi","2","Privat","21","Cooperatives","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","6","Gracia","425030.154","4584801.058","Educacio secundaria obligatoria","1","2","FALSE",60,14,12,14,2,"(41.4112636, 2.102985088)",12,6615,7082,13697,"2.140812391","41.42036843",20,100
"296","2020/2021","2020","8023013","Mare de Deu del Carme","2","Privat","24","Ordes i Congregacions Catolics","308","Baix Llobregat","11","Baix Llobregat","08169","81691","El Prat de Llobregat","0","0","419922.675","4651876.219","Educacio secundaria obligatoria","1","2","FALSE",60,5,5,5,0,"(42.01483953, 2.032868455)",12,328,338,666,"2.092329578","41.328697091",8.3,100
"297","2020/2021","2020","8015041","Escola Pia de Caldes de Montbui","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","41","Valles Oriental","08033","80333","Caldes de Montbui","0","0","416478.824","4627117.038","Educacio secundaria obligatoria","1","3","FALSE",90,10,10,10,0,"(41.79151459, 1.994785185)",12,102,103,205,"2.170870052","41.626194412",11.1,100
"298","2020/2021","2020","8019897","Fonlladosa","2","Privat","22","Fundacions","508","Maresme-Valles Oriental","21","Maresme","08110","81108","Malgrat de Mar","0","0","440612.426","4649797.537","Educacio secundaria obligatoria","1","1","FALSE",30,5,4,4,0,"(41.99795235, 2.282936362)",12,107,97,204,"2.73851831","41.64437152",13.3,100
"299","2020/2021","2020","8022276","Diocesana","2","Privat","22","Fundacions","1060","Catalunya Central","7","Bages","08141","81419","Navas","0","0","403560.31","4578026.711","Educacio secundaria obligatoria","1","2","FALSE",60,60,29,30,1,"(41.34796581, 1.847220546)",12,36,37,73,"1.881000351","41.89990657",48.3,100
"300","2020/2021","2020","8022771","Apiaria","2","Privat","31","Associacions","1060","Catalunya Central","6","Anoia","08161","81614","Piera","0","0","389857.656","4600844.195","Educacio secundaria obligatoria","1","1","FALSE",30,3,3,3,0,"(41.5516836, 1.679305321)",12,104,96,200,"1.748944737","41.520245884",10,100
"301","2020/2021","2020","8005266","Sagrat Cor-Diputacio","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430926.738","4582968.092","Educacio secundaria obligatoria","1","3","FALSE",90,39,27,32,5,"(41.39528308, 2.173739594)",12,6615,7082,13697,"2.173739594","41.395283075",30,100
"302","2020/2021","2020","8013135","Institut Moises Broggi","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","10","Sant Marti","428109.531","4581484.701","Educacio secundaria obligatoria","1","2","FALSE",60,60,60,60,0,"(41.38167584, 2.140219523)",12,6615,7082,13697,"2.178278","41.413373",100,100
"303","2020/2021","2020","8007445","Escola Pia-Luz Casanova","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","8","Nou Barris","430811.658","4586799.291","Educacio secundaria obligatoria","1","1","FALSE",30,4,4,4,0,"(41.42977945, 2.171925018)",12,6615,7082,13697,"2.175233153","41.443116789",13.3,100
"304","2020/2021","2020","8017530","Institut de Bruguers","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08089","80898","Gava","0","0","393107.566","4581414.893","Educacio secundaria obligatoria","1","3","FALSE",90,88,62,86,24,"(41.37715866, 1.721706313)",12,257,287,544,"2.00084863","41.309783769",68.9,100
"305","2020/2021","2020","8003816","Thau","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","4","Les Corts","425265.693","4582154.904","Educacio secundaria obligatoria","1","3","FALSE",93,0,0,0,0,"(41.38745291, 2.106129627)",12,6615,7082,13697,"2.106129627","41.387452913",0,100
"306","2020/2021","2020","8024595","Claret","2","Privat","26","Societats Mercantils","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","1","Sabadell 1","424224.36","4595776.38","Educacio secundaria obligatoria","1","2","FALSE",60,8,5,7,2,"(41.510036, 2.091967)",12,1235,1261,2496,"2.112115692","41.545553674",8.3,100
"307","2020/2021","2020","8017797","Jardi","2","Privat","41","Persones Fisiques","508","Maresme-Valles Oriental","41","Valles Oriental","08096","80961","Granollers","0","0","441316.596","4605830.926","Educacio secundaria obligatoria","1","2","FALSE",60,10,9,10,1,"(41.60202881, 2.295786976)",12,318,366,684,"2.284480191","41.610721234",15,100
"308","2020/2021","2020","8021235","Divina Providencia","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","21","Maresme","08121","81213","Mataro","0","0","417778.465","4584931.624","Educacio secundaria obligatoria","1","1","FALSE",30,4,4,4,0,"(41.4117304, 2.016212556)",12,738,748,1486,"2.439127096","41.534014856",13.3,100
"309","2020/2021","2020","8021065","Mare de Deu de Lourdes","2","Privat","22","Fundacions","508","Maresme-Valles Oriental","21","Maresme","08121","81213","Mataro","0","0","453284.16","4599828.33","Educacio secundaria obligatoria","1","1","FALSE",30,0,0,0,0,"(41.54875397, 2.439860085)",12,738,748,1486,"2.438390597","41.539860935",0,100
"310","2020/2021","2020","8008930","San Francisco","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","10","Sant Marti","434626.187","4585215.416","Educacio secundaria obligatoria","1","1","FALSE",30,7,4,6,2,"(41.41583343, 2.217745915)",12,6615,7082,13697,"2.200605656","41.416780358",13.3,100
"311","2020/2021","2020","8021557","Mollet","2","Privat","26","Societats Mercantils","508","Maresme-Valles Oriental","41","Valles Oriental","08124","81249","Mollet del Valles","0","0","434659.035","4600727.649","Educacio secundaria obligatoria","1","1","FALSE",30,4,3,4,1,"(41.55554912, 2.216457465)",12,280,316,596,"2.213445061","41.535979613",10,100
"312","2020/2021","2020","8006209","Sant Medir","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","3","Sants - Montjuic","428423.947","4580629.951","Educacio secundaria obligatoria","1","1","FALSE",30,5,4,5,1,"(41.37400544, 2.144080347)",12,6615,7082,13697,"2.13787613","41.369908136",13.3,100
"313","2020/2021","2020","8021508","Lestonnac","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","41","Valles Oriental","08124","81249","Mollet del Valles","0","0","433956.977","4599325.89","Educacio secundaria obligatoria","1","2","FALSE",60,10,9,10,1,"(41.54286648, 2.208193513)",12,280,316,596,"2.214902632","41.537250461",15,100
"314","2020/2021","2020","8013640","Joan Pelegri","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","3","Sants - Montjuic","430243.855","4582995.076","Educacio secundaria obligatoria","1","6","FALSE",186,106,106,106,0,"(41.39546717, 2.165568608)",12,6615,7082,13697,"2.144531547","41.37583869",57,100
"315","2020/2021","2020","8020991","Meritxell","2","Privat","22","Fundacions","508","Maresme-Valles Oriental","21","Maresme","08121","81213","Mataro","0","0","452433.599","4598894.985","Educacio secundaria obligatoria","1","2","FALSE",60,4,4,4,0,"(41.54029727, 2.429735901)",12,738,748,1486,"2.464529317","41.556227512",6.7,100
"316","2020/2021","2020","8020267","L'Ave Maria","2","Privat","24","Ordes i Congregacions Catolics","1060","Catalunya Central","7","Bages","08113","81136","Manresa","0","0","402345.616","4620543.142","Educacio secundaria obligatoria","1","1","FALSE",30,6,5,6,1,"(41.73070154, 1.825797514)",12,447,453,900,"1.826293674","41.733854708",16.7,100
"317","2020/2021","2020","8005473","San Nicolas","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430076.692","4583104.467","Educacio secundaria obligatoria","1","1","FALSE",30,5,1,1,0,"(41.39643789, 2.163556552)",12,6615,7082,13697,"2.163556552","41.396437892",3.3,100
"318","2020/2021","2020","8005771","Sagrat Cor-Esclaves","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","429618.257","4581874.214","Educacio secundaria obligatoria","1","2","FALSE",60,11,6,6,0,"(41.38531745, 2.158216138)",12,6615,7082,13697,"2.161590821","41.392229456",10,100
"319","2020/2021","2020","8014255","Sopena Barcelona","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","3","Sants - Montjuic","425508.482","4582405.547","Educacio secundaria obligatoria","1","1","FALSE",30,30,16,30,14,"(41.38973286, 2.109002371)",12,6615,7082,13697,"2.128362217","41.378079888",53.3,100
"320","2020/2021","2020","8006751","Virolai","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","7","Horta - Guinardo","429083.571","4584021.045","Educacio secundaria obligatoria","1","3","FALSE",90,34,32,34,2,"(41.4046062, 2.151570421)",12,6615,7082,13697,"2.151741021","41.419263559",35.6,100
"321","2020/2021","2020","8007494","Sagrada Familia","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","431015.908","4587934.073","Educacio secundaria obligatoria","1","3","FALSE",90,11,8,11,3,"(41.44001757, 2.17423979)",12,6615,7082,13697,"2.186560022","41.438776502",8.9,100
"322","2020/2021","2020","8000517","Sant Andreu","2","Privat","24","Ordes i Congregacions Catolics","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","437050.279","4588881.946","Educacio secundaria obligatoria","1","3","FALSE",90,15,14,15,1,"(41.44905061, 2.246367951)",12,1179,1307,2486,"2.246367951","41.449050611",15.6,100
"323","2020/2021","2020","8024686","Mare del Divi Pastor","2","Privat","24","Ordes i Congregacions Catolics","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","1","Sabadell 1","419992.381","4598516.739","Educacio secundaria obligatoria","1","1","FALSE",30,3,2,2,0,"(41.53430456, 2.040896702)",12,1235,1261,2496,"2.110378353","41.541104753",6.7,100
"324","2020/2021","2020","8008401","Bon Pastor","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","432390.482","4586587.898","Educacio secundaria obligatoria","1","2","FALSE",60,6,0,2,2,"(41.42800995, 2.190842852)",12,6615,7082,13697,"2.204300321","41.43596717",0,100
"325","2020/2021","2020","8004122","Sagrado Corazon","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","5","Sarria - Sant Gervasi","426528.808","4582753.683","Educacio secundaria obligatoria","1","2","FALSE",60,9,9,9,0,"(41.39296222, 2.121162938)",12,6615,7082,13697,"2.121162938","41.392962218",15,100
"326","2020/2021","2020","8014358","Aloma","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","8","Nou Barris","424178.359","4586535.471","Educacio secundaria obligatoria","1","1","FALSE",30,6,6,6,0,"(41.4268046, 2.092577149)",12,6615,7082,13697,"2.179392376","41.43212913",20,100
"327","2020/2021","2020","8014115","Institut Ferran Tallada","1","Public","4","Corporacions Locals","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","7","Horta - Guinardo","426058.953","4583186.153","Educacio secundaria obligatoria","1","2","FALSE",60,56,32,42,10,"(41.39681421, 2.115490538)",12,6615,7082,13697,"2.163522315","41.420373273",53.3,100
"328","2020/2021","2020","8015703","FEDAC-Castellar","2","Privat","24","Ordes i Congregacions Catolics","408","Valles Occidental","40","Valles Occident","08051","80517","Castellar del Valles","0","0","429227.445","4623523.943","Educacio secundaria obligatoria","1","1","FALSE",30,5,5,5,0,"(41.76039515, 2.148630831)",12,148,178,326,"2.087485939","41.618425617",16.7,100
"329","2020/2021","2020","8008747","Mireia","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","434104.367","4585819.506","Educacio secundaria obligatoria","1","1","FALSE",30,5,0,3,3,"(41.42123168, 2.211436639)",12,6615,7082,13697,"2.178722438","41.393533089",0,100
"330","2020/2021","2020","8018561","Xaloc","2","Privat","26","Societats Mercantils","208","Barcelona Comarques","13","Barcelones","08101","81017","L'Hospitalet de Llobregat","6","Bellvitge - Poligon Gornal","425319.807","4577980.66","Educacio secundaria obligatoria","1","3","FALSE",90,0,2,2,0,"(41.34986234, 2.107290875)",12,1232,1276,2508,"2.121114028","41.355883055",2.2,100
"331","2020/2021","2020","8005199","Jesuites Casp - Sagrat Cor de Jesus","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430723.287","4582383.514","Educacio secundaria obligatoria","1","5","FALSE",150,30,18,22,4,"(41.39000046, 2.171373009)",12,6615,7082,13697,"2.171373009","41.390000464",12,100
"332","2020/2021","2020","8016501","Sant Antoni Maria Claret","2","Privat","24","Ordes i Congregacions Catolics","308","Baix Llobregat","11","Baix Llobregat","08073","80734","Cornella de Llobregat","0","0","422074.693","4578678.506","Educacio secundaria obligatoria","1","2","FALSE",60,9,9,9,0,"(41.35584008, 2.068414769)",12,459,494,953,"2.078414214","41.365185886",15,100
"333","2020/2021","2020","8009247","Grevol","2","Privat","21","Cooperatives","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","10","Sant Marti","432362.071","4584932.139","Educacio secundaria obligatoria","1","2","FALSE",60,7,5,7,2,"(41.41309467, 2.190688041)",12,6615,7082,13697,"2.211510212","41.405097373",8.3,100
"334","2020/2021","2020","8013196","Institut Mila i Fontanals","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","1","Ciutat vella","428370.859","4583720.917","Educacio secundaria obligatoria","1","4","FALSE",108,108,100,108,8,"(41.40183988, 2.143080102)",12,6615,7082,13697,"2.17284074","41.380136461",92.6,100
"335","2020/2021","2020","8009673","Pare Manyanet","2","Privat","24","Ordes i Congregacions Catolics","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","4","Les Corts","428689.88","4582517.33","Educacio secundaria obligatoria","1","3","FALSE",90,11,11,11,0,"(41.39102799, 2.147037981)",12,6615,7082,13697,"2.138115552","41.388699141",12.2,100
"336","2020/2021","2020","8025745","La Salle Sant Celoni","2","Privat","24","Ordes i Congregacions Catolics","508","Maresme-Valles Oriental","41","Valles Oriental","08202","82021","Sant Celoni","0","0","421342.876","4591224.91","Educacio secundaria obligatoria","1","2","FALSE",60,5,5,5,0,"(41.46876654, 2.058036076)",12,95,97,192,"2.487525647","41.688406853",8.3,100
"337","2020/2021","2020","8019952","La Salle Manlleu","2","Privat","24","Ordes i Congregacions Catolics","1060","Catalunya Central","24","Osona","08112","81120","Manlleu","0","0","401473.878","4620606.118","Educacio secundaria obligatoria","1","3","FALSE",90,89,89,89,0,"(41.73116108, 1.815307409)",12,125,105,230,"2.282936362","41.997952351",98.9,100
"338","2020/2021","2020","8026427","Paidos","2","Privat","21","Cooperatives","1060","Catalunya Central","7","Bages","08213","82135","Sant Fruitos de Bages","0","0","420840.479","4580118.596","Educacio secundaria obligatoria","1","2","FALSE",60,0,0,0,0,"(41.36868979, 2.053473909)",12,47,57,104,"1.86904823","41.754658543",0,100
"339","2020/2021","2020","8024339","Vedruna El Carme Sabadell","2","Privat","22","Fundacions","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","1","Sabadell 1","425495.071","4600359.472","Educacio secundaria obligatoria","1","2","FALSE",60,7,2,4,2,"(41.55143195, 2.106624615)",12,1235,1261,2496,"2.10557877","41.550428469",3.3,100
"340","2020/2021","2020","8025186","Amor de Deu","2","Privat","24","Ordes i Congregacions Catolics","208","Barcelona Comarques","13","Barcelones","08194","81944","Sant Adria de Besos","0","0","431834.897","4647922.765","Educacio secundaria obligatoria","1","3","FALSE",90,10,3,5,2,"(41.98035771, 2.177181154)",12,236,202,438,"2.221918455","41.427578458",3.3,100
"341","2020/2021","2020","8019411","Institut Bellvitge","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08101","81017","L'Hospitalet de Llobregat","6","Bellvitge - Poligon Gornal","384881.637","4604764.476","Educacio secundaria obligatoria","1","2","FALSE",60,57,50,57,7,"(41.58628397, 1.61890341)",12,1232,1276,2508,"2.114400002","41.352717518",83.3,100
"342","2020/2021","2020","8005485","Marillac","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","2","Eixample","430747.601","4583760.09","Educacio secundaria obligatoria","1","1","FALSE",30,3,2,3,1,"(41.40240093, 2.171506363)",12,6615,7082,13697,"2.171506363","41.402400929",6.7,100
"343","2020/2021","2020","8000220","Vedruna Artes","2","Privat","22","Fundacions","1060","Catalunya Central","7","Bages","08010","80109","Artes","0","0","413022.796","4627878.978","Educacio secundaria obligatoria","1","1","FALSE",30,7,6,6,0,"(41.79800477, 1.953085236)",12,23,35,58,"1.953085236","41.798004773",20,100
"344","2020/2021","2020","8013706","Castro  de la Pena","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","7","Horta - Guinardo","426827.032","4583953.168","Educacio secundaria obligatoria","1","1","FALSE",30,4,3,4,1,"(41.40379264, 2.124584835)",12,6615,7082,13697,"2.17548701","41.417118475",10,100
"345","2020/2021","2020","8004390","Sant Pau","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","4","Les Corts","425183.918","4582658.382","Educacio secundaria obligatoria","1","2","FALSE",62,12,5,12,7,"(41.3919799, 2.105089469)",12,6615,7082,13697,"2.105089469","41.391979903",8.1,100
