"","curs","Any","codi_centre","nom_complet","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","codi_delegacio","nom_delegacio","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_minicial","nom_dm","UTM_X","UTM_Y","nom_ensenyament","nivell","nom_grups","mixt","nombre_places","places_ofertades","assignacions","assig_1a","assig_altres","georeferencia","edat","num_dona","num_home","num_total","lng","lat","% ocupades","% infants del municipi"
"544","2020/2021","2020","8034141","Freta","2","Privat","26","Societats Mercantils","508","Maresme-Valles Oriental","21","Maresme","08121","81213","Mataro","0","0","437644.07","4592179.63","Educacio secundaria obligatoria","1","2","FALSE",60,60,60,61,1,"(41.47879836, 2.253135466)",12,738,748,1486,"2.447339998","41.546733151",100,100
"545","2020/2021","2020","17005364","Institut Cap Norfeu","1","Public","1","Departament d'Ensenyament","117","Girona","2","Alt Emporda","17152","171523","Roses","0","0","488701.998","4674743.926","Educacio secundaria obligatoria","1","4","FALSE",112,98,108,109,1,"(42.22478967, 2.863096861)",12,112,126,238,"3.177289896","42.267885858",96.4,100
"546","2020/2021","2020","8035362","Institut Alt Penedes","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","3","Alt Penedes","08305","83054","Vilafranca del Penedes","0","0","431603.451","4587857.108","Educacio secundaria obligatoria","1","5","FALSE",150,146,109,138,29,"(41.43937463, 2.18128088)",12,242,255,497,"1.686051872","41.335656208",72.7,100
"547","2020/2021","2020","8053248","Institut de Sentmenat","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08267","82671","Sentmenat","0","0","433584.581","4599554.316","Educacio secundaria obligatoria","1","3","FALSE",90,82,81,82,1,"(41.54489298, 2.203703928)",12,59,64,123,"2.137867","41.605274195",90,100
"548","2020/2021","2020","43002442","Sant Josep","2","Privat","24","Ordes i Congregacions Catolics","143","Tarragona","8","Baix Camp","43123","431233","Reus","0","0","341548.155","4556396.035","Educacio secundaria obligatoria","1","3","FALSE",90,11,11,11,0,"(41.14341733, 1.111893642)",12,707,684,1391,"1.109709771","41.153119381",12.2,100
"549","2020/2021","2020","43002351","Maria Rosa Molas","2","Privat","24","Ordes i Congregacions Catolics","143","Tarragona","8","Baix Camp","43123","431233","Reus","0","0","340463.433","4558010.095","Educacio secundaria obligatoria","1","2","FALSE",60,7,2,6,4,"(41.15773622, 1.098554974)",12,707,684,1391,"1.100363011","41.150949246",3.3,100
"550","2020/2021","2020","8045537","Institut Josep Lluis Sert","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08056","80569","Castelldefels","0","0","446778.837","4593673.171","Educacio secundaria obligatoria","1","4","FALSE",120,111,111,111,0,"(41.49290891, 2.362407668)",12,363,405,768,"1.980921689","41.278879144",92.5,100
"551","2020/2021","2020","43004311","Nuestra Senora de la Consolacion","2","Privat","24","Ordes i Congregacions Catolics","243","Terres de l'Ebre","9","Baix Ebre","43155","431554","Tortosa","0","0","291121.066","4520898.061","Educacio secundaria obligatoria","1","1","FALSE",30,3,1,1,0,"(40.81253143, 0.523465812)",12,161,182,343,"0.522968743","40.809890386",3.3,100
"552","2020/2021","2020","8058428","Institut Bisaura","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","24","Osona","08237","82378","Sant Quirze de Besora","0","0","433857.409","4589547.324","Educacio secundaria obligatoria","1","1","FALSE",30,30,23,23,0,"(41.45478669, 2.208073545)",12,13,9,22,"2.215989579","42.102523316",76.7,95.7
"553","2020/2021","2020","8073077","Institut Maria Canela","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08114","81141","Martorell","0","0","388304.604","4582859.11","Educacio secundaria obligatoria","1","3","FALSE",90,85,31,85,54,"(41.3895118, 1.664017615)",12,186,176,362,"1.923012462","41.476752136",34.4,100
"554","2020/2021","2020","8047479","Institut Alba del Valles","1","Public","1","Departament d'Ensenyament","508","Maresme-Valles Oriental","41","Valles Oriental","08209","82093","Sant Fost de Campsentelles","0","0","437455.036","4588999.226","Educacio secundaria obligatoria","1","5","FALSE",150,148,153,153,0,"(41.45013856, 2.251201139)",12,48,61,109,"2.233523647","41.52316093",102,71.2
"555","2020/2021","2020","8027729","FEDAC - Santa Coloma","2","Privat","22","Fundacions","208","Barcelona Comarques","13","Barcelones","08245","82457","Santa Coloma de Gramenet","1","Santa Coloma de Gramenet 1","433278.235","4589689.248","Educacio secundaria obligatoria","1","2","FALSE",60,9,9,9,0,"(41.45601701, 2.201124045)",12,634,745,1379,"2.211223054","41.451501364",15,100
"556","2020/2021","2020","25002647","Episcopal-Mare de Deu de l'Academia","2","Privat","23","Esglesia Catolica","125","Lleida","33","Segria","25120","251207","Lleida","0","0","301641.451","4610307.958","Educacio secundaria obligatoria","1","3","FALSE",90,14,12,13,1,"(41.61984769, 0.619075851)",12,757,797,1554,"0.6162342","41.613899041",13.3,100
"557","2020/2021","2020","8030111","Vedruna Vall Terrassa","2","Privat","22","Fundacions","408","Valles Occidental","40","Valles Occident","08279","82798","Terrassa","1","Terrassa 1","417017.228","4602364.987","Educacio secundaria obligatoria","1","3","FALSE",90,31,30,34,4,"(41.56865897, 2.004705177)",12,132,1434,1566,"2.010777368","41.560995144",33.3,100
"558","2020/2021","2020","8027754","Virgen del Carmen","2","Privat","26","Societats Mercantils","208","Barcelona Comarques","13","Barcelones","08245","82457","Santa Coloma de Gramenet","1","Santa Coloma de Gramenet 1","435977.704","4609832.219","Educacio secundaria obligatoria","1","1","FALSE",30,7,7,7,0,"(41.637656, 2.231296617)",12,634,745,1379,"2.210443533","41.450154565",23.3,100
"559","2020/2021","2020","8044922","Institut Dr. Puigvert","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","425833.295","4578643.297","Educacio secundaria obligatoria","1","4","FALSE",120,118,118,118,0,"(41.3558779, 2.113347294)",12,6615,7082,13697,"2.193267298","41.446064052",98.3,100
"560","2020/2021","2020","8076972","Institut Escola Piera","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","6","Anoia","08161","81614","Piera","0","0","431441","4594353","Educacio secundaria obligatoria","1","2","FALSE",56,0,0,0,0,"(41.497867, 2.178599)",12,104,96,200,NA,NA,0,100
"561","2020/2021","2020","8053315","Institut Montserrat Roig","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08196","81960","Sant Andreu de la Barca","0","0","446774.5","4609134.381","Educacio secundaria obligatoria","1","5","FALSE",150,144,145,145,0,"(41.63216459, 2.360985204)",12,181,184,365,"1.974633592","41.445521637",96.7,100
"562","2020/2021","2020","17002594","Vedruna Palamos","2","Privat","22","Fundacions","117","Girona","10","Baix Emporda","17118","171181","Palamos","0","0","478793.015","4662808.087","Educacio secundaria obligatoria","1","3","FALSE",90,37,36,37,1,"(42.11708568, 2.743460755)",12,80,101,181,"3.134358034","41.84927537",40,100
"563","2020/2021","2020","8042101","Institut Manuel Vazquez Montalban","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08194","81944","Sant Adria de Besos","0","0","384993.554","4604179.8","Educacio secundaria obligatoria","1","3","FALSE",90,89,89,89,0,"(41.58103525, 1.620357823)",12,236,202,438,"2.22883711","41.423120514",98.9,100
"564","2020/2021","2020","43013142","Institut Escola El Temple","1","Public","1","Departament d'Ensenyament","243","Terres de l'Ebre","9","Baix Ebre","43155","431554","Tortosa","0","0","290994","4519882","Educacio secundaria obligatoria","1","2","FALSE",60,0,0,0,0,"(40.803353, 0.522304)",12,161,182,343,NA,NA,0,100
"565","2020/2021","2020","8037139","Centre Educatiu Projecte","2","Privat","22","Fundacions","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","5","Sarria - Sant Gervasi","440288.899","4606665.471","Educacio secundaria obligatoria","1","1","FALSE",30,3,3,3,0,"(41.60946901, 2.283372151)",12,6615,7082,13697,"2.136178042","41.411639789",10,100
"566","2020/2021","2020","17002119","Immaculada Concepcio","2","Privat","24","Ordes i Congregacions Catolics","117","Girona","34","Selva","17095","170950","Lloret de Mar","0","0","458717.304","4670097.07","Educacio secundaria obligatoria","1","2","FALSE",60,3,3,3,0,"(42.181931, 2.50009696)",12,198,206,404,"2.846532186","41.702837977",5,100
"567","2020/2021","2020","8040266","Institucio Igualada","2","Privat","26","Societats Mercantils","1060","Catalunya Central","6","Anoia","08103","81038","Jorba","0","0","446672.195","4596774.527","Educacio secundaria obligatoria","1","2","FALSE",60,11,7,8,1,"(41.52083537, 2.360855502)",12,8,6,14,"1.583536936","41.587912588",11.7,100
"568","2020/2021","2020","25007505","Institut de Guissona","1","Public","1","Departament d'Ensenyament","125","Lleida","32","Segarra","25110","251109","Guissona","0","0","302139.372","4610488.182","Educacio secundaria obligatoria","1","3","FALSE",90,85,80,80,0,"(41.62159321, 0.62498797)",12,43,46,89,"1.287706402","41.780600299",88.9,100
"569","2020/2021","2020","25009721","Institut d'Alpicat","1","Public","1","Departament d'Ensenyament","125","Lleida","33","Segria","25023","250236","Alpicat","0","0","337924.659","4618490.545","Educacio secundaria obligatoria","1","3","FALSE",90,90,75,75,0,"(41.7017016, 1.052099727)",12,51,46,97,"0.554048916","41.669568603",83.3,100
"570","2020/2021","2020","8046840","Institut Castellet","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","7","Bages","08262","82628","Sant Vicenc de Castellet","0","0","430490.956","4580961.202","Educacio secundaria obligatoria","1","4","FALSE",120,118,108,111,3,"(41.37717011, 2.168757514)",12,35,51,86,"1.863553366","41.671494157",90,79.6
"571","2020/2021","2020","8053212","Institut Jonqueres","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","3","Sabadell 3","417281.501","4574033.108","Educacio secundaria obligatoria","1","4","FALSE",108,103,98,103,5,"(41.31352383, 2.01175343)",12,1235,1261,2496,"2.092775762","41.571387814",90.7,100
"572","2020/2021","2020","8077046","Institut Escola Joan Sallares i Pla","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","0","0","438401","4642936","Educacio secundaria obligatoria","1","2","FALSE",54,4,4,4,0,"(41.935978, 2.256954)",12,1235,1261,2496,NA,NA,7.4,100
"573","2020/2021","2020","8055877","Thau","2","Privat","22","Fundacions","408","Valles Occidental","40","Valles Occident","08205","82055","Sant Cugat del Valles","0","0","400692.682","4565903.82","Educacio secundaria obligatoria","1","3","FALSE",90,14,17,17,0,"(41.23844052, 1.814927436)",12,619,657,1276,"2.060741537","41.4887709",18.9,100
"574","2020/2021","2020","43010852","Institut Roseta Mauri","1","Public","1","Departament d'Ensenyament","143","Tarragona","8","Baix Camp","43123","431233","Reus","0","0","341947.714","4556601.801","Educacio secundaria obligatoria","1","5","FALSE",150,150,150,150,0,"(41.1453478, 1.116599282)",12,707,684,1391,"1.116599282","41.145347797",100,100
"575","2020/2021","2020","8044326","Roca","2","Privat","26","Societats Mercantils","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","425218.381","4628680.717","Educacio secundaria obligatoria","1","2","FALSE",60,58,58,58,0,"(41.80646906, 2.099759348)",12,6615,7082,13697,"2.186466059","41.421826451",96.7,100
"576","2020/2021","2020","25002726","Institut Guindavols","1","Public","1","Departament d'Ensenyament","125","Lleida","33","Segria","25120","251207","Lleida","0","0","284831.622","4619828.111","Educacio secundaria obligatoria","1","3","FALSE",90,85,63,85,22,"(41.70115594, 0.414067922)",12,757,797,1554,"0.614292939","41.625518564",70,100
"577","2020/2021","2020","8076479","Institut Escola Sant Quinti de Mediona","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","3","Alt Penedes","08236","82362","Sant Quinti de Mediona","0","0","430385.385","4593938.667","Educacio secundaria obligatoria","1","2","FALSE",36,14,14,14,0,"(41.49404382, 2.166000219)",12,12,15,27,NA,NA,38.9,100
"578","2020/2021","2020","8032075","Cingle","2","Privat","26","Societats Mercantils","408","Valles Occidental","40","Valles Occident","08279","82798","Terrassa","3","Terrassa 3","422984.031","4579727.835","Educacio secundaria obligatoria","1","2","FALSE",60,55,56,56,0,"(41.36537835, 2.079151197)",12,132,1434,1566,"2.024710207","41.55876653",93.3,100
"579","2020/2021","2020","43000755","Cardenal Vidal i Barraquer","2","Privat","22","Fundacions","143","Tarragona","8","Baix Camp","43038","430385","Cambrils","0","0","313645.889","4552265.793","Educacio secundaria obligatoria","1","3","FALSE",90,11,11,11,0,"(41.1003124, 0.780885379)",12,208,276,484,"1.051816383","41.074091913",12.2,100
"580","2020/2021","2020","17003203","Institut Salvador Espriu","1","Public","1","Departament d'Ensenyament","117","Girona","20","Girones","17155","171557","Salt","0","0","483798.713","4649169.833","Educacio secundaria obligatoria","1","4","FALSE",104,100,98,100,2,"(41.99437177, 2.804391197)",12,196,245,441,"2.788840608","41.968540597",94.2,100
"581","2020/2021","2020","8076558","Institut Escola Sant Esteve","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08051","80517","Castellar del Valles","0","0","434858.133","4586852.049","Educacio secundaria obligatoria","1","2","FALSE",60,10,9,10,1,"(41.430593, 2.220344798)",12,148,178,326,NA,NA,15,100
"582","2020/2021","2020","43002417","La Salle","2","Privat","24","Ordes i Congregacions Catolics","143","Tarragona","8","Baix Camp","43123","431233","Reus","0","0","341388.265","4557477.14","Educacio secundaria obligatoria","1","3","FALSE",90,11,11,11,0,"(41.15311938, 1.109709771)",12,707,684,1391,"1.105841635","41.14991132",12.2,100
"583","2020/2021","2020","17002341","Escola Pia d'Olot","2","Privat","24","Ordes i Congregacions Catolics","117","Girona","19","Garrotxa","17114","171143","Olot","0","0","513288.077","4640531.919","Educacio secundaria obligatoria","1","2","FALSE",60,18,13,16,3,"(41.9166272, 3.160240853)",12,183,210,393,"2.484381751","42.180788006",21.7,100
"584","2020/2021","2020","43006952","Institut Torredembarra","1","Public","1","Departament d'Ensenyament","143","Tarragona","36","Tarragones","43153","431536","Torredembarra","0","0","314503.58","4528022.588","Educacio secundaria obligatoria","1","4","FALSE",120,113,110,113,3,"(40.88228179, 0.798366497)",12,80,90,170,"1.401943721","41.151234081",91.7,100
"585","2020/2021","2020","8066437","Institut Mont Perdut","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08279","82798","Terrassa","0","0","419888.92","4594662.908","Educacio secundaria obligatoria","1","5","FALSE",135,129,126,128,2,"(41.49958599, 2.040169588)",12,132,1434,1566,"2.038101229","41.566020603",93.3,100
"586","2020/2021","2020","43008456","Institut Les Planes","1","Public","1","Departament d'Ensenyament","243","Terres de l'Ebre","22","Montsia","43138","431384","Santa Barbara","0","0","287886.005","4509802.634","Educacio secundaria obligatoria","1","3","FALSE",90,87,62,63,1,"(40.71184396, 0.488908133)",12,20,21,41,"0.488908133","40.711843958",68.9,66.1
"587","2020/2021","2020","8047364","Institut Joan Mercader","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","6","Anoia","08102","81022","Igualada","0","0","424636.276","4580672.296","Educacio secundaria obligatoria","1","4","FALSE",120,117,112,117,5,"(41.37404104, 2.098786659)",12,250,255,505,"1.624000443","41.580799383",93.3,100
"588","2020/2021","2020","43003410","Joan Roig","2","Privat","26","Societats Mercantils","143","Tarragona","36","Tarragones","43148","431482","Tarragona","0","0","353864.702","4553481.143","Educacio secundaria obligatoria","1","1","FALSE",30,2,2,2,0,"(41.11948381, 1.259283661)",12,795,811,1606,"1.248315993","41.11628086",6.7,100
"589","2020/2021","2020","8030054","Petit Estel - La Nova","2","Privat","26","Societats Mercantils","408","Valles Occidental","40","Valles Occident","08279","82798","Terrassa","1","Terrassa 1","418362.798","4600788.15","Educacio secundaria obligatoria","1","3","FALSE",90,15,11,17,6,"(41.55459647, 2.021056022)",12,132,1434,1566,"2.014059789","41.562074657",12.2,100
"590","2020/2021","2020","8066528","Institut Marti Pous","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","9","Sant Andreu","437583.115","4651194.729","Educacio secundaria obligatoria","1","3","FALSE",90,86,83,86,3,"(42.010301, 2.246214)",12,6615,7082,13697,"2.192445292","41.433437375",92.2,100
"591","2020/2021","2020","8076893","Institut Vilafranca 2","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","3","Alt Penedes","08305","83054","Vilafranca del Penedes","0","0","441629","4658469","Educacio secundaria obligatoria","1","2","FALSE",60,60,54,57,3,"(42.076125, 2.294349)",12,242,255,497,NA,NA,90,100
"592","2020/2021","2020","8060514","Institut de Masquefa","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","6","Anoia","08119","81192","Masquefa","0","0","429699.978","4582134.131","Educacio secundaria obligatoria","1","5","FALSE",150,139,125,132,7,"(41.38766557, 2.159163281)",12,51,65,116,"1.814668194","41.497994806",83.3,92.8
"593","2020/2021","2020","8076480","Institut Escola Pallaresa","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08245","82457","Santa Coloma de Gramenet","0","0","429462.585","4595328.489","Educacio secundaria obligatoria","1","2","FALSE",50,0,0,0,0,"(41.50648053, 2.154783246)",12,634,745,1379,NA,NA,0,100
"594","2020/2021","2020","8058775","Institut Front Maritim","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","10","Sant Marti","429908.257","4583435.044","Educacio secundaria obligatoria","1","3","FALSE",90,89,86,89,3,"(41.39940062, 2.161503623)",12,6615,7082,13697,"2.208507813","41.402539559",95.6,100
"595","2020/2021","2020","17010803","Institut Escola Ribes de Freser","1","Public","1","Departament d'Ensenyament","117","Girona","31","Ripolles","17145","171450","Ribes de Freser","0","0","342043.761","4627760.874","Educacio secundaria obligatoria","1","1","FALSE",30,8,3,4,1,"(41.78598243, 1.099117865)",12,4,8,12,NA,NA,10,100
"596","2020/2021","2020","25006513","Institut Manuel de Montsuar","1","Public","1","Departament d'Ensenyament","125","Lleida","33","Segria","25120","251207","Lleida","0","0","302475.431","4611503.91","Educacio secundaria obligatoria","1","4","FALSE",120,120,104,115,11,"(41.63081753, 0.628683413)",12,757,797,1554,"0.617369821","41.625963067",86.7,100
"597","2020/2021","2020","43004967","Elisabeth","2","Privat","21","Cooperatives","143","Tarragona","36","Tarragones","43905","439057","Salou","0","0","344497.691","4552821.5","Educacio secundaria obligatoria","1","3","FALSE",90,8,8,8,0,"(41.11180527, 1.147927927)",12,164,156,320,"1.126964306","41.087054993",8.9,100
"598","2020/2021","2020","8045689","Institut Voltrera","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08001","80018","Abrera","0","0","416819.05","4574572.569","Educacio secundaria obligatoria","1","5","FALSE",150,150,134,136,2,"(41.31833485, 2.006155472)",12,90,81,171,"1.901995354","41.520377764",89.3,100
"599","2020/2021","2020","8036391","Institut Arquitecte Manuel Raspall","1","Public","1","Departament d'Ensenyament","508","Maresme-Valles Oriental","41","Valles Oriental","08046","80462","Cardedeu","0","0","413572.233","4570031.837","Educacio secundaria obligatoria","1","4","FALSE",120,119,101,119,18,"(41.27709817, 1.968013363)",12,122,121,243,"2.361840904","41.647932439",84.2,100
"600","2020/2021","2020","8035076","Montseny-Poblenou","2","Privat","21","Cooperatives","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","10","Sant Marti","423944.078","4579645.635","Educacio secundaria obligatoria","1","3","FALSE",90,16,16,16,0,"(41.36472928, 2.090638998)",12,6615,7082,13697,"2.21051528","41.410608509",17.8,100
"601","2020/2021","2020","8053091","Institut El Foix","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","3","Alt Penedes","08251","82515","Santa Margarida i els Monjos","0","0","424363.38","4602587.051","Educacio secundaria obligatoria","1","5","FALSE",150,144,130,131,1,"(41.57138781, 2.092775762)",12,47,54,101,"1.657369092","41.322057132",86.7,77.7
"602","2020/2021","2020","43003793","La Salle Torreforta","2","Privat","24","Ordes i Congregacions Catolics","143","Tarragona","36","Tarragones","43148","431482","Tarragona","0","0","310703.668","4549826.266","Educacio secundaria obligatoria","1","2","FALSE",60,12,12,12,0,"(41.07767397, 0.746625689)",12,795,811,1606,"1.212706479","41.119825085",20,100
"603","2020/2021","2020","43005820","Institucio Tarragona","2","Privat","26","Societats Mercantils","143","Tarragona","8","Baix Camp","43123","431233","Reus","0","0","341129.382","4558635.111","Educacio secundaria obligatoria","1","4","FALSE",120,33,3,26,23,"(41.16349401, 1.106325948)",12,707,684,1391,"1.180581548","41.131977847",2.5,100
"604","2020/2021","2020","43008407","Institut El Morell","1","Public","1","Departament d'Ensenyament","143","Tarragona","36","Tarragones","43095","430957","El Morell","0","0","349280.575","4561703.996","Educacio secundaria obligatoria","1","4","FALSE",120,114,114,114,0,"(41.19268091, 1.202682525)",12,22,25,47,"1.202682525","41.192680907",95,41.2
"605","2020/2021","2020","8076901","Institut Escola de Badalona","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","443491","4643347","Educacio secundaria obligatoria","1","2","FALSE",48,0,0,0,0,"(41.940073, 2.318306)",12,1179,1307,2486,NA,NA,0,100
"606","2020/2021","2020","8057230","Institut Cubelles","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","17","Garraf","08074","80749","Cubelles","0","0","392146.88","4596875.307","Educacio secundaria obligatoria","1","4","FALSE",120,116,105,112,7,"(41.51625531, 1.707459964)",12,95,97,192,"1.668602439","41.20028172",87.5,100
"607","2020/2021","2020","43004797","Institut Baix Penedes","1","Public","1","Departament d'Ensenyament","143","Tarragona","12","Baix Penedes","43163","431634","El Vendrell","0","0","376244.837","4563561.35","Educacio secundaria obligatoria","1","3","FALSE",90,84,82,84,2,"(41.21397515, 1.523740091)",12,227,231,458,"1.525933392","41.213248061",91.1,100
"608","2020/2021","2020","8076431","Institut Escola Baldomer Sola","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","13","Barcelones","08015","80155","Badalona","0","0","475746.479","4609419.896","Educacio secundaria obligatoria","1","2","FALSE",44,9,7,8,1,"(41.63614357, 2.708798559)",12,1179,1307,2486,NA,NA,15.9,100
"609","2020/2021","2020","43007211","Institut Blanca d'Anjou","1","Public","1","Departament d'Ensenyament","243","Terres de l'Ebre","9","Baix Ebre","43104","431042","El Perello","0","0","294139.135","4566797.261","Educacio secundaria obligatoria","1","2","FALSE",60,58,44,45,1,"(41.226385, 0.543911032)",12,19,16,35,"0.710662479","40.876175774",73.3,79.5
"610","2020/2021","2020","8034591","Institut Joan Oliver","1","Public","1","Departament d'Ensenyament","408","Valles Occidental","40","Valles Occident","08187","81878","Sabadell","3","Sabadell 3","426447.418","4654913.571","Educacio secundaria obligatoria","1","4","FALSE",108,100,94,99,5,"(42.04282938, 2.111280346)",12,1235,1261,2496,"2.08572738","41.571389912",87,100
"611","2020/2021","2020","8061099","Institut Font del Ferro","1","Public","1","Departament d'Ensenyament","508","Maresme-Valles Oriental","21","Maresme","08155","81555","Palafolls","0","0","431219.509","4598328.379","Educacio secundaria obligatoria","1","5","FALSE",150,144,129,129,0,"(41.53365178, 2.175490632)",12,60,76,136,"2.748418319","41.673119599",86,100
"612","2020/2021","2020","43006290","Esc.Fam.Agr.Campjoliu","2","Privat","22","Fundacions","143","Tarragona","12","Baix Penedes","43016","430167","L'Arboc","0","0","336882.135","4548482.607","Educacio secundaria obligatoria","1","4","FALSE",120,12,12,12,0,"(41.07124912, 1.058424178)",12,35,38,73,"1.616984","41.290734",10,100
"613","2020/2021","2020","8061129","Institut Montserrat Colomer","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08208","82080","Sant Esteve Sesrovires","0","0","425506.223","4601032.651","Educacio secundaria obligatoria","1","4","FALSE",120,118,110,117,7,"(41.55749583, 2.106674844)",12,46,39,85,"1.87336671","41.496372674",91.7,77.3
"614","2020/2021","2020","43006642","Institut Terra Alta","1","Public","1","Departament d'Ensenyament","243","Terres de l'Ebre","37","Terra Alta","43064","430640","Gandesa","0","0","342020.878","4558346.359","Educacio secundaria obligatoria","1","3","FALSE",90,89,74,74,0,"(41.16106852, 1.117021149)",12,15,18,33,"0.438715363","41.058620767",82.2,44.6
"615","2020/2021","2020","17000706","Institut Puig Cargol","1","Public","1","Departament d'Ensenyament","117","Girona","10","Baix Emporda","17034","170340","Calonge i Sant Antoni","0","0","504982.229","4629092.432","Educacio secundaria obligatoria","1","4","FALSE",120,112,100,103,3,"(41.81368926, 3.059984387)",12,66,62,128,"3.027562451","41.854535793",83.3,100
"616","2020/2021","2020","8047509","Institut Itaca","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08200","82009","Sant Boi de Llobregat","0","0","395983.586","4598392.264","Educacio secundaria obligatoria","1","4","FALSE",120,107,105,107,2,"(41.53042347, 1.753167158)",12,437,495,932,"2.046035931","41.341094502",87.5,100
"617","2020/2021","2020","8053297","Institut de Palleja","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08157","81574","Palleja","0","0","433268.399","4589683.746","Educacio secundaria obligatoria","1","4","FALSE",120,112,101,110,9,"(41.45596664, 2.201006899)",12,82,89,171,"1.991590339","41.427427805",84.2,100
"618","2020/2021","2020","8031812","Institut Valldemossa","1","Public","1","Departament d'Ensenyament","108","Consorci d'Educacio de Barcelona","13","Barcelones","08019","80193","Barcelona","8","Nou Barris","434593.289","4589043.487","Educacio secundaria obligatoria","1","3","FALSE",90,86,85,86,1,"(41.45030911, 2.21693803)",12,6615,7082,13697,"2.180313823","41.434220576",94.4,100
"619","2020/2021","2020","8027766","Manent Rambla","2","Privat","26","Societats Mercantils","208","Barcelona Comarques","13","Barcelones","08245","82457","Santa Coloma de Gramenet","1","Santa Coloma de Gramenet 1","393030.666","4582129.458","Educacio secundaria obligatoria","1","1","FALSE",30,3,3,3,0,"(41.38358338, 1.720660787)",12,634,745,1379,"2.213900163","41.451323718",10,100
"620","2020/2021","2020","8073961","Institut Pla del Bosc","1","Public","1","Departament d'Ensenyament","208","Barcelona Comarques","17","Garraf","08043","80431","Canyelles","0","0","428399.179","4580683.236","Educacio secundaria obligatoria","1","2","FALSE",60,54,59,59,0,"(41.37448316, 2.143777909)",12,23,34,57,"1.720556953","41.28490695",98.3,96.6
"621","2020/2021","2020","8040540","Institut El Cairat","1","Public","1","Departament d'Ensenyament","308","Baix Llobregat","11","Baix Llobregat","08076","80765","Esparreguera","0","0","417683.515","4574114.076","Educacio secundaria obligatoria","1","4","FALSE",120,118,113,115,2,"(41.31429419, 2.016544699)",12,137,145,282,"1.872720742","41.538922567",94.2,100
"622","2020/2021","2020","25006574","Institut de Ponts","1","Public","1","Departament d'Ensenyament","125","Lleida","23","Noguera","25172","251728","Ponts","0","0","345004.019","4611452.653","Educacio secundaria obligatoria","1","2","FALSE",60,60,42,42,0,"(41.63975398, 1.138965021)",12,10,16,26,"1.187884829","41.910936956",70,61.9
"623","2020/2021","2020","8068616","Institut Bages Sud","1","Public","1","Departament d'Ensenyament","1060","Catalunya Central","7","Bages","08053","80538","Castellbell i el Vilar","0","0","391725.652","4563498.549","Educacio secundaria obligatoria","1","2","FALSE",60,60,53,54,1,"(41.21562873, 1.708371788)",12,19,26,45,"1.855120146","41.63061929",88.3,84.9
"624","2020/2021","2020","25005260","Institut Ribera del Sio","1","Public","1","Departament d'Ensenyament","125","Lleida","38","Urgell","25003","250030","Agramunt","0","0","298473.5","4608376.7","Educacio secundaria obligatoria","1","3","FALSE",90,90,65,65,0,"(41.601634, 0.581856)",12,32,28,60,"1.098598845","41.78199846",72.2,92.3
